Facility Code,Facility Name,Land Location,Township,Range,Meridian,Latitude,Longitude,CAPACITY (MW),ADDRESS,Area
CANCARB COGEN,CANCARBCOGEN,13-6-W 4,13,6,4,50.08696,-110.72899,,,AB
Castle Downs,CASTLEDOWNS,53-24-W 4,53,24,4,53.56522,-113.11478,,,AB
Cavalier,CAVALIER,23-23-W 4,23,23,4,50.95652,-112.98223,,,AB
CEC,CALGARYENERGYCENTER,25-29-W 4,25,29,4,51.13043,-113.7775,,,AB
CM H Plant,MEDICINEHATPLANT,12-6-W 4,12,6,4,50,-110.72899,,,AB
D05,D05,93-10-W 4,93,10,4,57.04348,-111.25917,,,AB
Dickson,DICKSONDAM,35-2-W 5,35,2,5,52,-114.19882,,,AB
Dome,DOME,52-24-W 4,52,24,4,53.47826,-113.11478,,,AB
East_Industrial,EASTINDUSTRIAL,52-23-W 4,52,23,4,53.47826,-112.98223,,,AB
EDD200,ATHABASCACROSSING,92-9-W 4,92,9,4,56.95652,-111.12662,,,AB
Fiberglas,FIBERGLAS,53-23-W 4,53,23,4,53.56522,-112.98223,,,AB
Garneau,GARNEAU,52-24-W 4,52,24,4,53.47826,-113.11478,,,AB
Hardisty,HARDISTY,53-24-W 4,53,24,4,53.56522,-113.11478,,,AB
Inland Cement,INLANDCEMENT,53-25-W 4,53,25,4,53.56522,-113.24732,,,AB
Kennedale,KENNEDALE,53-24-W 4,53,24,4,53.56522,-113.11478,,,AB
Lambton,LAMBTON,52-24-W 4,52,24,4,53.47826,-113.11478,,,AB
Meadowlark,MEADOWLARK,52-25-W 4,52,25,4,53.47826,-113.24732,,,AB
MHS-2,NORTHINDUSTRIAL,13-6-W 4,13,6,4,50.08696,-110.72899,,,AB
MHS-3,SOUTHRIDGE,12-5-W 4,12,5,4,50,-110.59645,,,AB
MHS-6,RIVERVIEW,12-6-W 4,12,6,4,50,-110.72899,,,AB
MHS-7,BRIERPARK,13-6-W 4,13,6,4,50.08696,-110.72899,,,AB
MHS-8,MHS-8,12-5-W 4,12,5,4,50,-110.59645,,,AB
MHS-9,SOUTHSASKATCHEWAN,12-6-W 4,12,6,4,50,-110.72899,,,AB
MHS-10,MHS-10,13-6-W 4,13,6,4,50.08696,-110.72899,,,AB
MH69S-5,NECRESCENTHEIGHTS,13-5-W 4,13,5,4,50.08696,-110.59645,,,AB
MILDREDLAKE,MILDREDLAKE,92-11-W 4,92,11,4,56.95652,-111.39171,,,AB
Namao,NAMAO,53-24-W 4,53,24,4,53.56522,-113.11478,,,AB
Petrolia,PETROLIA,52-25-W 4,52,25,4,53.47826,-113.24732,,,AB
Poundmaker,POUNDMAKER,53-25-W 4,53,25,4,53.56522,-113.24732,,,AB
R D14S,REDDEERNORTH,38-27-W 4,38,27,4,52.26087,-113.51241,,,AB
R D15S,REDDEERDOWNTOWN,38-27-W 4,38,27,4,52.26087,-113.51241,,,AB
R D17S,REDDEERSOUTHEAST,38-27-W 4,38,27,4,52.26087,-113.51241,,,AB
Riverview,RIVERVIEW,52-25-W 4,52,25,4,53.47826,-113.24732,,,AB
Rossdale,ROSSDALE,52-24-W 4,52,24,4,53.47826,-113.11478,,,AB
S C1,SUNCORBASEPLANT,92-10-W 4,92,10,4,56.95652,-111.25917,,,AB
SS-1,1SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-10,10SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
SS-11,11SUBSTATION,25-1-W 5,25,1,5,51.13043,-114.06627,,,AB
SS-12,12SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
SS-13,13SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-14,14SUBSTATION,25-2-W 5,25,2,5,51.13043,-114.19882,,,AB
SS-15,15SUBSTATION,24-2-W 5,24,2,5,51.04348,-114.19882,,,AB
SS-16,16SUBSTATION,25-2-W 5,25,2,5,51.13043,-114.19882,,,AB
SS-162,BEDDINGTON,25-29-W 4,25,29,4,51.13043,-113.7775,,,AB
SS-2,2SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-20,20SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-21,21SUBSTATION,24-2-W 5,24,2,5,51.04348,-114.19882,,,AB
SS-22,22SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-23,23SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-24,24SUBSTATION,23-29-W 4,23,29,4,50.95652,-113.7775,,,AB
SS-25,SHEPARD,23-28-W 4,23,28,4,50.95652,-113.64495,,,AB
SS-26,26SUBSTATION,22-29-W 4,22,29,4,50.86957,-113.7775,,,AB
SS-27,27SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-28,28SUBSTATION,24-2-W 5,24,2,5,51.04348,-114.19882,,,AB
SS-3,3SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-31,31SUBSTATION,23-29-W 4,23,29,4,50.95652,-113.7775,,,AB
SS-32,32SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
SS-33,33SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
SS-34,34SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-35,35SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
SS-36,36SUBSTATION,25-2-W 5,25,2,5,51.13043,-114.19882,,,AB
SS-37,37SUBSTATION,24-29-W 4,24,29,4,51.04348,-113.7775,,,AB
SS-38,38SUBSTATION,24-29-W 4,24,29,4,51.04348,-113.7775,,,AB
SS-39,39SUBSTATION,24-29-W 4,24,29,4,51.04348,-113.7775,,,AB
SS-40,40SUBSTATION,22-1-W 5,22,1,5,50.86957,-114.06627,,,AB
SS-41,41SUBSTATION,22-1-W 5,22,1,5,50.86957,-114.06627,,,AB
SS-43,43SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
SS-47,47SUBSTATION,25-1-W 5,25,1,5,51.13043,-114.06627,,,AB
SS-5,5SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-54,54SUBSTATION,22-29-W 4,22,29,4,50.86957,-113.7775,,,AB
SS-6,6SUBSTATION,22-1-W 5,22,1,5,50.86957,-114.06627,,,AB
SS-65,65SUBSTATION,22-29-W 4,22,29,4,50.86957,-113.7775,,,AB
SS-7,7SUBSTATION,24-2-W 5,24,2,5,51.04348,-114.19882,,,AB
SS-8,8SUBSTATION,24-1-W 5,24,1,5,51.04348,-114.06627,,,AB
SS-9,9SUBSTATION,23-1-W 5,23,1,5,50.95652,-114.06627,,,AB
STMARY,SAINTMARYHYDRO,4-25-W 4,4,25,4,49.30435,-113.24732,,,AB
Strathcona,STRATHCONA,52-24-W 4,52,24,4,53.47826,-113.11478,,,AB
T756S,CASCADECONTROLDAM,26-11-W 5,26,11,5,51.21739,-115.39171,,,AB
T793S,HORSECREEK,26-4-W 5,26,4,5,51.21739,-114.4639,,,AB
TaylorHydroPlant,TAYLORHYDROPLANT,4-22-W 4,4,22,4,49.30435,-112.84969,,,AB
UE-1,PLANT30-2,93-10-W 4,93,10,4,57.04348,-111.25917,,,AB
UNIT 16 CMH GEN,UNIT16CMHGEN,13-6-W 4,13,6,4,50.08696,-110.72899,,,AB
Victoria,VICTORIA,53-24-W 4,53,24,4,53.56522,-113.11478,,,AB
WAP 1S,WESTLOCKALGONQUINPOWER,63-2-W 5,63,2,5,54.43478,-114.19882,,,AB
Woodcroft,WOODCROFT,53-25-W4,53,25,4,53.56522,-113.24732,,,AB
SK1,Meadow Lake Power Station,,,,,54.090427,-108.4266264,41,"SK-4, Meadow Lake No. 588, SK S9X 1B7",SK
SK2,Meridian Cogeneration Station,,,,,53.25985307,-109.951234,228,"Wilton No. 472, SK S9V 1E9",SK
SK3,North Battleford Generating Station,,,,,52.68314616,-108.1717543,289,"Balan Hall Rd. (1 km. east of Brada Rd.)off of Hwy 16, Box 1267, North Battleford, SK S9A 3L8",SK
Sk4,Yellowhead Power Station,,,,,52.72386948,-108.2318003,135,"10 Russet Road, North Battleford, SK S0M 0E0",SK
SK5,Ermine Power Station,,,,,51.85693855,-109.0322368,135,"VX49+P4, Kerrobert, SK S0L 1R0",SK
SK6,Landis Power Station,,,,,52.22462287,-108.4329661,78,"Reford No. 379, SK S0K 2K0",SK
SK7,Cory Cogeneration Station,,,,,52.09307457,-106.849976,234,"Corman Park No. 344, SK S7M 3C8",SK
SK8,Queen Elizabeth Power Station,,,,,52.09429221,-106.7049394,527,"2211 Spadina Crescent W, Saskatoon, SK S7M 5J3",SK
SK9,Spy Hill Generating Station,,,,,50.59911547,-101.8476945,89,"Spy Hill No. 152, SK S0A 1B0",SK
SK10,Chinook Power Station,,,,,50.34241634,-107.9383437,353,"Swift Current No. 137, SK S9H 5J9",SK
SK11,Great Plains Power Station,,,,,50.37273184,-105.49395,377,"Coteau St E, Moose Jaw, SK S6H 5G7",SK
SK12,Wellington Hydroelectric Power Station,,,,,59.62767352,-109.0176621,5,Saskatchewan S0J 2W0,SK
SK13,Waterloo Hydroelectric Power Station,,,,,59.63263913,-109.0551993,8,"Unnamed Road, SK S0J 2W0",SK
SK14,Charlot River Hydroelectric Station,,,,,59.61259118,-109.1141085,10,"593644 Grey Rd 1, Wiarton, ON N0H 2T0",SK
SK15,Island Falls Hydroelectric Station,,,,,55.52893041,-102.3564862,111,"Island Falls, Sandy Bay, SK S0P 0G0",SK
SK16,Nipawin Hydroelectric Station,,,,,53.32117069,-104.0436322,253,"Nipawin, SK S0E 1E0",SK
SK17,E.B. Campbell Hydroelectric Station,,,,,53.68962526,-103.3458978,294,"EB Campbell Hydroelectric Station, SK",SK
SK18,Coteau Creek Hydroelectric Station,,,,,51.27605615,-106.8685919,186,"Cutbank, SK S0L 2E0",SK
SK19,Riverhurst Wind Energy Facility,,,,,50.73598883,-106.9219774,10,P3PH+76J Shooter Hill,SK
SK20,Western Lily Wind Energy Facility,,,,,50.38868168,-103.0387493,20,"SK-47, Summerberry, SK S0G 4W0",SK
SK21,Morse Wind Energy Facility,,,,,50.33448265,-106.9648557,23,"Morse No. 165, SK S0H 3C0",SK
SK22,Red Lily Wind Energy Facility,,,,,50.21287022,-101.7902939,26,"Martin No. 122, SK S0G 3N0",SK
SK23,Centennial Wind Power Facility,,,,,50.16430349,-107.4588884,150,"5G7R+M7, Rosenort, SK S0N 1M0",SK
SK24,Cypress Wind Power Facility (Permanently Closed),,,,,49.78729567,-110.343319,11,"Cypress County, AB T0J 1V0",SK
SK25,Golden South Wind Energy,,,,,49.61021741,-105.9534019,200,"230072 Township Rd 80, Assiniboia, SK S0H 0B0",SK
SK26,Bekevar Wind Power Facility (Permanently Closed),,,,,50.0179794,-102.538262,200,"2F96+4H, Bekevar, SK S0G 2S0",SK
SK27,Highfield Solar Energy Facility,,,,,50.13026891,-107.4336365,10,"Coulee No. 136, SK S0N 1M0",SK
SK28,Pesâkâstêw Solar Energy Facility (Permanently Closed),,,,,49.64321551,-103.915141,10,"J3VM+6Q, Weyburn, SK S4H 2L3",SK
SK29,Awasis Solar Energy Facility,,,,,50.41706254,-104.4629349,10,"CG8P+QR, Regina, SK S4L 1B7",SK
SK30,Poplar River Power Station,,,,,49.05823714,-105.4842956,582,"Hart Butte No. 11, SK S0H 0Z0",SK
SK31,Boundary Dam Power Station,,,,,49.09628702,-103.030748,670,"Unnamed Road, Estevan, SK S4A 0J3",SK
SK32,Shand Power Station,,,,,49.08839374,-102.8642811,276,"Estevan No. 5, SK S0C 0M0",SK
,Buckley Bay Substation,,,,,49.54787683,-124.8786072,,,BC
,Burnett Road Terminal Station,,,,,48.46067225,-123.4437704,,,BC
,Campbell River Substation,,,,,50.02031961,-125.2538388,,,BC
,Colwood Substation,,,,,48.44260731,-123.5101784,,,BC
,Courtenay Substation,,,,,49.71358114,-124.9676455,,,BC
,Esquimalt Substation,,,,,48.43541234,-123.3948498,,,BC
,Forest View Substation,,,,,49.86151735,-124.5328376,,,BC
,Galiano Island DC Cable Terminal Station,,,,,48.9186769,-123.4068107,,,BC
,Galiano Substation,,,,,48.90431,-123.36177,,,BC
,George Tripp Substation,,,,,48.4737275,-123.3608972,,,BC
,Gibsons Substation,,,,,49.40914176,-123.514054,,,BC
,Gold River Substation,,,,,49.78923994,-126.0636479,,,BC
,Goward Substation,,,,,48.490201,-123.4234197,,,BC
,Great Central Lake Substation,,,,,49.3172584,-124.9644361,,,BC
,Grief Point Substation,,,,,49.8053184,-124.5170743,,,BC
,Harewood Substation,,,,,49.1284722,-123.9511441,,,BC
,Harewood West Substation,,,,,49.1224385,-123.970097,,,BC
,Horsey Substation,,,,,48.4424422,-123.3690149,,,BC
,Jeune Landing Substation,,,,,50.4429057,-127.5052581,,,BC
,Keating Substation,,,,,48.5670198,-123.4146246,,,BC
,Keogh Substation,,,,,50.6045265,-127.293941,,,BC
,Koksilah Substation,,,,,48.7617366,-123.7141554,,,BC
,Ladysmith Substation,,,,,48.9831414,-123.8181024,,,BC
,Lake Cowichan Substation,,,,,48.8214051,-124.0610628,,,BC
,Lantzville Substation,,,,,49.2265664,-124.0775514,,,BC
,Long Beach Substation,,,,,48.9965258,-125.58581,,,BC
,Malaspina Substation,,,,,49.6688085,-123.9630406,,,BC
,Nile Creek Cable Terminal Station,,,,,49.4219675,-124.6456544,,,BC
,Northfield Substation,,,,,49.1907744,-124.0000001,,,BC
,Oyster River Substation,,,,,49.902688,-125.2513524,,,BC
,Parker Island DC Cable Terminal Station,,,,,48.8794096,-123.4052325,,,BC
,Parksville Substation,,,,,49.3026124,-124.3226645,,,BC
,Pender Harbour Substation,,,,,49.6400795,-123.9662308,,,BC
,Pike Lake Substation,,,,,48.4910337,-123.4611114,,,BC
,Port McNeill Substation,,,,,50.5725383,-127.0814218,,,BC
,Prevost Substation,,,,,48.8239128,-123.740177,,,BC
,Qualicum Beach Substation,,,,,49.331304,-124.4422057,,,BC
,Sahtlam Substation,,,,,48.8065384,-123.8038684,,,BC
,Saltery Bay Substation,,,,,49.7872197,-124.1798163,,,BC
,Parksville Substation,,,,,49.3026623,-124.3235994,,,BC
,Saltspring Substation,,,,,48.8565979,-123.5184776,,,BC
,Sechelt Substation,,,,,49.4765466,-123.7544996,,,BC
,Shawnigan Lake Substation,,,,,48.8140518,-124.0124581,,,BC
,South Wellington Substation,,,,,49.0778279,-123.9108306,,,BC
,Tahsis Village Substation,,,,,49.9232657,-126.6532086,,,BC
,Texada Island Reactor Station,,,,,49.6157681,-124.3334893,,,BC
,Trincomali DC Cable Terminal Station,,,,,48.8506753,158.5273479,,,BC
,Ash River Generating Station,,,,,49.3733681,-125.1531584,,,BC
,Clowhom Generating Station,,,,,49.7116201,-123.535096,,,BC
,John Hart Generating Station,,,,,50.0306451,-125.3956033,,,BC
,Ladore Generating Station,,,,,50.017459,-125.3944394,,,BC
,Puntledge Substation,,,,,49.6884179,-125.0373548,,,BC
,Strathcona Generating Station,,,,,49.9976574,-125.5887069,,,BC
,American Creek Substation,,,,,49.426272,-121.4622705,,,BC
,Annacis Island Substation,,,,,49.1746368,-122.9387952,,,BC
,Arnott Substation,,,,,49.0917855,-123.0448508,,,BC
,Atchelitz Substation,,,,,49.1137539,-122.010469,,,BC
,Balfour Substation,,,,,49.1041477,-122.5816706,,,BC
,Barnard Substation,,,,,49.2621109,-122.9027999,,,BC
,Big Bend Substation,,,,,49.1987255,-122.9940142,,,BC
,Boston Bar Substation,,,,,49.8619036,-121.4427748,,,BC
,Cambie Substation,,,,,49.1910702,-123.0656772,,,BC
,Camosun Substation,,,,,49.249294,-123.2003049,,,BC
,Canoe Pass DC Cable Terminal Station,,,,,49.0518075,-123.1254203,,,BC
,Cheekye Substation,,,,,49.7898032,-123.1627974,,,BC
,Chevron Substation,,,,,49.2912745,-122.9945646,,,BC
,Chilliwack Substation,,,,,49.1675785,-121.9555607,,,BC
,Clayburn Substation,,,,,49.0683335,-122.2995673,,,BC
,Como Lake Substation,,,,,49.2623495,-122.7991485,,,BC
,Creekside Series Capacitor Station,,,,,50.3543294,-122.7343187,,,BC
,Cypress Substation,,,,,49.3570495,-123.2324141,,,BC
,Deep Cove Substation,,,,,49.3132592,-122.9897417,,,BC
,English Bluff AC Cable Terminal Station,,,,,49.0076151,-123.0922086,,,BC
,Fleetwood Substation,,,,,49.1373313,-122.7917359,,,BC
,Function Junction Substation,,,,,50.090408,-123.037045,,,BC
,George Dickie Substation,,,,,49.2306686,-123.1550591,,,BC
,Glenmore Substation,,,,,49.3599752,-123.1355484,,,BC
,Gloucester Substation,,,,,49.1097752,-122.4699798,,,BC
,Haney Substation,,,,,49.2202145,-122.5553985,,,BC
,Harvie Road Substation,,,,,49.17472,-122.6976374,,,BC
,Hill Avenue Terminal Station,,,,,49.2368445,-122.9322733,,,BC
,Hillcrest Substation,,,,,49.346585,-123.2166655,,,BC
,Hope Substation,,,,,49.3796568,-121.4314874,,,BC
,Horne Payne Substation,,,,,49.2667569,-123.0203359,,,BC
,Horseshoe Bay Substation,,,,,49.3643234,-123.2795907,,,BC
,Ingledow Substation,,,,,49.158775,-122.8809677,,,BC
,Kent Substation,,,,,49.2476484,-121.786109,,,BC
,Kidd #1 Substation,,,,,49.2051844,-123.1190921,,,BC
,Kidd #2 Substation,,,,,49.1980602,-123.1177416,,,BC
,Lions Bay Substation & Cable Terminal,,,,,49.4534928,-123.2403413,,,BC
,Lynn Valley Substation,,,,,49.3281455,-123.0467943,,,BC
,Mainwaring Substation,,,,,49.2267556,-123.0815613,,,BC
,McLellan Substation,,,,,49.0996639,-122.6860635,,,BC
,Meridian Substation,,,,,49.3095226,-122.8087776,,,BC
,Mission Substation,,,,,49.1409584,-122.3193532,,,BC
,Murrin Substation #2,,,,,49.2784704,-123.1044165,,,BC
,New Westminster Substation,,,,,49.221839,-122.9183314,,,BC
,Newell Substation,,,,,49.2177916,-122.9637962,,,BC
,Nicomekl Substation,,,,,49.0603905,-122.8030652,,,BC
,Port Kells Substation,,,,,49.1767018,-122.63296,,,BC
,Richmond Substation,,,,,49.1632335,-123.1305326,,,BC
,Rosedale Substation,,,,,49.1766006,-121.7778944,,,BC
,Scott Substation,,,,,49.2019163,-122.9384045,,,BC
,Sea Island Substation,,,,,49.187188,-123.153805,,,BC
,Sperling Substation,,,,,49.2500152,-123.1551414,,,BC
,Spuzzum Substation,,,,,49.6984042,-121.4125845,,,BC
,Squamish Substation,,,,,49.7020268,-123.1512193,,,BC
,Strawberry Hill Substation,,,,,49.1356657,-122.877468,,,BC
,Sumas Way Substation,,,,,49.031973,-122.2727143,,,BC
,Tsawwassen Beach DC Cable Terminal Station,,,,,49.0280802,-123.1028779,,,BC
,Tsawwassen Substation,,,,,49.036198,-123.0776082,,,BC
,Upper Harrison Terminal Station,,,,,49.75877,-122.2083052,,,BC
,Walters Substation,,,,,49.3099175,-123.0285233,,,BC
,Whalley Substation,,,,,49.190115,-122.839187,,,BC
,White Rock Substation,,,,,49.0308235,-122.7924146,,,BC
,BC Hydro Diesel Generating Station,,,,,53.23565229,-131.8791669,,,BC
,BC Hydro Kwadacha Power Station,,,,,57.41526581,-125.6295956,,,BC
,Peace Canyon Generating,,,,,55.98281074,-121.9968911,,,BC
,Clayton Falls Hydrolelectric Dam,,,,,52.36562532,-126.810295,,,BC
,Ah-Sin-Heek Diesel Generator Station,,,,,52.35892562,-126.7188527,,,BC
,BC Hydro Atlin Power Generating Plant,,,,,59.57573624,-133.6972748,,,BC
,Morfee Substation,,,,,55.31982013,-123.1128469,,,BC
,Williston Substation,,,,,53.85149035,-122.6113379,,,BC
,Glenannan Substation,,,,,54.07339626,-125.0122268,,,BC
,Gibraltar Mine Substation,,,,,52.53021273,-122.2822096,,,BC
,Highland Valley Copper Substation,,,,,50.47054979,-121.018648,,,BC
,Fort Nelson Generation Station,,,,,58.65166297,-122.6930741,,,BC
,Big Silver Creek Generating Station,,,,,49.69321195,-121.8592427,,,BC
,Williams Lake Substation,,,,,52.13316727,-122.138283,,,BC
,Wescup Substation,,,,,58.72419975,-122.701565,,,BC
,Vanderhoof Substation,,,,,54.00833913,-124.0151614,,,BC
,Upper Fraser Substation,,,,,54.11816657,-121.945197,,,BC
,Tumbler Ridge Substation,,,,,55.14855616,-121.1333526,,,BC
,Topley Substation,,,,,54.52053873,-126.293888,,,BC
,Skeena Substation,,,,,54.45174619,-128.6322554,,,BC
,Smithers Substation,,,,,54.77136852,-127.1462074,,,BC
,Taylor Bay Substation,,,,,48.90507995,-123.3621145,,,BC
,Tachic Substation,,,,,54.00085268,-124.0730269,,,BC
,Sundance Lakes Substation,,,,,55.71415748,-121.3516127,,,BC
,Stewart Substation,,,,,55.94825662,-129.9817264,,,BC
,South Bank Substation,,,,,56.18094016,-120.9094828,,,BC
,Soda Creek Substation,,,,,52.30533514,-122.2156902,,,BC
,Groundbirch Substation,,,,,55.74692019,-121.138747,,,BC
,Salmon Valley Substation,,,,,54.14439337,-122.6218814,,,BC
,Prince Rupert Substation,,,,,54.25687532,-130.2309403,,,BC
,Red Bluff Substation,,,,,52.98016316,-122.4661594,,,BC
,Pineview Substation,,,,,53.84540162,-122.6951965,,,BC
,Patricia Substation,,,,,53.90496291,-122.7649665,,,BC
,Minette Substation,,,,,54.032524,-128.7098314,,,BC
,Marguerite Substation,,,,,52.50097086,-122.4281481,,,BC
,BC Hydro Kennedy Substation,,,,,55.07081168,-122.7883686,,,BC
,Isle Pierre Substation,,,,,53.86526069,-123.2718556,,,BC
,Houston Substation,,,,,54.39301339,-126.6685164,,,BC
,Hazelton Substation,,,,,55.24212782,-127.6162291,,,BC
,Glenannan Substation,,,,,54.07337738,-125.0122482,,,BC
,Gavin Lake Substation,,,,,52.48593849,-121.8055282,,,BC
,Fraser Lake Substation,,,,,54.05436292,-124.8501562,,,BC
,Fox Creek Substation,,,,,56.67901763,-120.9739942,,,BC
,Fort St John Substation,,,,,56.22659648,-120.819725,,,BC
,Fort St. James#2 (FM2) Substation,,,,,54.45018472,-124.2500718,,,BC
,Foothills Substation,,,,,53.9074583,-122.8123276,,,BC
,Como Lake Substation,,,,,49.26251401,-122.7965682,,,BC
,Dawson Creek Substation,,,,,55.77897208,-120.2640979,,,BC
,Colebank Substation,,,,,53.2832821,-122.4924604,,,BC
,Canreed Substation,,,,,53.92682915,-122.6938506,,,BC
,Beaverly Substation,,,,,53.84359184,-122.8347507,,,BC
,Bear Mountain Substation,,,,,55.76391413,-120.4463421,,,BC
,Barlow Substation,,,,,53.02059956,-122.4298409,,,BC
,Aiyansh Substation,,,,,55.28111449,-128.9918044,,,BC
,Whatshan Dam Powerhouse,,,,,49.91051401,-118.071726,,,BC
,Kamwood Substation,,,,,50.68604672,-120.3996662,,,BC
,Valleyview Substation,,,,,50.68018446,-120.2831063,,,BC
,Saucier Substation,,,,,49.88252746,-119.4880207,,,BC
,Coal Mountain Substation,,,,,49.51375605,-114.6556403,,,BC
,Riverside Substation,,,,,50.39403223,-119.2272316,,,BC
,Valemount Substation,,,,,52.78257709,-119.2816554,,,BC
,Spences Bridge Substation,,,,,50.42798774,-121.3258347,,,BC
,Natal Substation,,,,,49.73706215,-114.8584591,,,BC
,Sorrento Substation,,,,,50.86770601,-119.462042,,,BC
,Skookumchuck Substation,,,,,49.90372773,-115.738843,,,BC
,Sicamous Substation,,,,,50.84431982,-118.9737145,,,BC
,Seymour Arm Series Capacitor Station,,,,,51.22999564,-119.0137279,,,BC
,70 Mile House Substation,,,,,51.30020893,-121.3962603,,,BC
,Selkirk Substation,,,,,49.06019294,-117.5128316,,,BC
,Savona Substation,,,,,50.75498386,-120.8005601,,,BC
,Salmon Arm Substation,,,,,50.69167911,-119.2517682,,,BC
,Radium Hot Springs Substation,,,,,50.63016931,-116.0742791,,,BC
,Parson Substation,,,,,51.06980605,-116.6301377,,,BC
,100 Mile House Substation,,,,,51.65741485,-121.284551,,,BC
,Nicola Substation,,,,,50.17858389,-120.3904098,,,BC
,New Denver Substation,,,,,49.99752019,-117.3697916,,,BC
,Nelway Substation,,,,,49.0064333,-117.3415032,,,BC
,Nakusp Substation,,,,,50.23815287,-117.7958549,,,BC
,Monte Lake Substation,,,,,50.52370657,-119.836318,,,BC
,Monashee Substation,,,,,49.92037694,-118.1480566,,,BC
,Merritt #2 Substation,,,,,50.11921289,-120.7742485,,,BC
,Marysville Substation,,,,,49.63997279,-115.928398,,,BC
,Kimberley Substation,,,,,49.66387641,-115.9611562,,,BC
,Golden Substation,,,,,51.29281216,-116.9610443,,,BC
,Kelly Lake Substation,,,,,51.02451818,-121.7398416,,,BC
,Joseph Creek Substation,,,,,49.53678387,-115.7550382,,,BC
,Invermere Substation,,,,,50.49524787,-116.117793,,,BC
,Illecillewaet Substation,,,,,50.98582726,-118.2040448,,,BC
,Highland Substation,,,,,50.40752888,-120.8071044,,,BC
,Tolko Substation,,,,,50.84335091,-120.272432,,,BC
,Guichon Series Capacitor Station,,,,,50.48746107,-120.7506274,,,BC
,Fernie Substation,,,,,49.52849034,-115.0468504,,,BC
,Fairmont Substation,,,,,50.31954598,-115.870569,,,BC
,Greenhills Substation,,,,,50.05925753,-114.8561026,,,BC
,BCH Cranbrook Substation,,,,,49.50398101,-115.5794493,,,BC
,Clinton Substation,,,,,51.08126467,-121.5893735,,,BC
,Clearwater Substation,,,,,51.65454276,-120.0342531,,,BC
,Chase Substation,,,,,50.82248077,-119.7050295,,,BC
,Carquille Substation,,,,,50.88693307,-121.3987463,,,BC
,Canal Flats Substation,,,,,50.15036247,-115.8229989,,,BC
,Brocklehurst Substation,,,,,50.70892963,-120.3853337,,,BC
,Blue River Substation,,,,,52.11671429,-119.3183577,,,BC
,Barriere Substation,,,,,51.1998983,-120.1336952,,,BC
,Avola Substation,,,,,51.78377442,-119.3270898,,,BC
,Athalmer Substation,,,,,50.51532966,-116.0009119,,,BC
,Ashton Creek Substation,,,,,50.56119863,-118.9937591,,,BC
,Ashcroft Substation,,,,,50.73687735,-121.2825043,,,BC
,BC Hydro Armstrong Substation,,,,,50.44864944,-119.1835074,,,BC
,Sumas Way Substation,,,,,49.03200235,-122.2701111,,,BC
,Clayburn Substation,,,,,49.06837657,-122.2970041,,,BC
,Ioco Substation,,,,,49.30834259,-122.8842502,,,BC
,Petro-Canada Substation,,,,,49.27897549,-122.885021,,,BC
